"","it","alg","init_fitness","eval","move","move_control","T","N","L","alpha","tmax"
"837",836000,"hill",6898145.44183769,6898145.44183769,"twoopt","dist_iden",NA,NA,NA,NA,100
"838",837000,"hill",6898145.44183769,6898115.43369261,"neighbor","dist_iden",NA,NA,NA,NA,100
"839",838000,"hill",6898115.43369261,6898115.43369261,"twoopt","dist_exp",NA,NA,NA,NA,100
"840",839000,"sann",6898115.43369261,6898115.43369261,"reduce_max_dist","dist_exp",1,NA,NA,0.66,100
"841",840000,"hill",6898115.43369261,6898115.43369261,"twoopt","dist_exp",NA,NA,NA,NA,100
"842",841000,"sann",6898115.43369261,6898115.43369261,"reduce_max_dist","dist_iden",1,NA,NA,0.95,100
"843",842000,"hill",6898115.43369261,6898115.43369261,"reduce_max_dist","dist_iden",NA,NA,NA,NA,100
"844",843000,"sann",6898115.43369261,6898115.43369261,"twoopt","dist_exp",1,NA,NA,0.66,100
"845",844000,"tabu",6898115.43369261,6898115.43369261,"twoopt","dist_iden",NA,10,10,NA,100
"846",845000,"tabu",6898115.43369261,6898115.43369261,"twoopt","dist_exp",NA,10,4,NA,100
"847",846000,"hill",6898115.43369261,6898115.43369261,"twoopt","dist_iden",NA,NA,NA,NA,100
"848",847000,"tabu",6898115.43369261,6898115.43369261,"reduce_max_dist","dist_exp",NA,10,4,NA,100
"849",848000,"tabu",6898115.43369261,6898115.43369261,"reduce_max_dist","dist_exp",NA,10,10,NA,100
"850",849000,"hill",6898115.43369261,6898115.43369261,"neighbor","dist_exp",NA,NA,NA,NA,100
"851",850000,"hill",6898115.43369261,6898115.43369261,"reduce_max_dist","dist_iden",NA,NA,NA,NA,100
"852",851000,"tabu",6898115.43369261,6898082.29127723,"neighbor","dist_iden",NA,10,4,NA,100
"853",852000,"sann",6898082.29127723,6898082.29127723,"reduce_max_dist","dist_exp",1,NA,NA,0.95,100
"854",853000,"sann",6898082.29127723,6898082.29127723,"reduce_max_dist","dist_exp",1,NA,NA,0.95,100
"855",854000,"hill",6898082.29127723,6898008.56292931,"twoopt","dist_exp",NA,NA,NA,NA,100
"856",855000,"hill",6898008.56292931,6898008.56292931,"twoopt","dist_iden",NA,NA,NA,NA,100
"857",856000,"sann",6898008.56292931,6898008.56292931,"reduce_max_dist","dist_iden",1,NA,NA,0.95,100
"858",857000,"hill",6898008.56292931,6898002.52552365,"neighbor","dist_exp",NA,NA,NA,NA,100
"859",858000,"sann",6898002.52552365,6898002.52552365,"twoopt","dist_iden",1,NA,NA,0.95,100
"860",859000,"sann",6898002.52552365,6898002.52552365,"reduce_max_dist","dist_exp",1,NA,NA,0.66,100
"861",860000,"hill",6898002.52552365,6898002.52552365,"reduce_max_dist","dist_exp",NA,NA,NA,NA,100
"862",861000,"sann",6898002.52552365,6898002.52552365,"twoopt","dist_iden",1,NA,NA,0.66,100
"863",862000,"sann",6898002.52552365,6898002.52552365,"twoopt","dist_iden",1,NA,NA,0.95,100
"864",863000,"tabu",6898002.52552365,6897976.49308844,"neighbor","dist_exp",NA,10,4,NA,100
"865",864000,"sann",6897976.49308844,6897976.49308844,"neighbor","dist_exp",12,NA,NA,0.99,100
"866",865000,"tabu",6897976.49308844,6897963.22548689,"neighbor","dist_iden",NA,10,10,NA,100
"867",866000,"tabu",6897963.22548689,6897963.22548689,"twoopt","dist_iden",NA,10,4,NA,100
"868",867000,"sann",6897963.22548689,6897963.22548689,"twoopt","dist_iden",1,NA,NA,0.95,100
"869",868000,"sann",6897963.22548689,6897963.22548689,"neighbor","dist_iden",1,NA,NA,0.95,100
"870",869000,"tabu",6897963.22548689,6897963.22548689,"neighbor","dist_exp",NA,10,50,NA,100
"871",870000,"tabu",6897963.22548689,6897963.22548689,"twoopt","dist_iden",NA,10,4,NA,100
"872",871000,"hill",6897963.22548689,6897963.22548689,"neighbor","dist_iden",NA,NA,NA,NA,100
"873",872000,"tabu",6897963.22548689,6897963.22548689,"neighbor","dist_exp",NA,10,4,NA,100
"874",873000,"tabu",6897963.22548689,6897963.22548689,"reduce_max_dist","dist_iden",NA,10,4,NA,100
"875",874000,"hill",6897963.22548689,6897963.22548689,"neighbor","dist_exp",NA,NA,NA,NA,100
"876",875000,"tabu",6897963.22548689,6897963.22548689,"reduce_max_dist","dist_exp",NA,10,10,NA,100
"877",876000,"tabu",6897963.22548689,6897963.22548689,"reduce_max_dist","dist_iden",NA,10,4,NA,100
"878",877000,"hill",6897963.22548689,6897963.22548689,"reduce_max_dist","dist_exp",NA,NA,NA,NA,100
"879",878000,"hill",6897963.22548689,6897963.22548689,"twoopt","dist_exp",NA,NA,NA,NA,100
"880",879000,"tabu",6897963.22548689,6897963.22548689,"reduce_max_dist","dist_iden",NA,10,4,NA,100
"881",880000,"hill",6897963.22548689,6897963.22548689,"reduce_max_dist","dist_exp",NA,NA,NA,NA,100
"882",881000,"sann",6897963.22548689,6897963.22548689,"twoopt","dist_iden",1,NA,NA,0.99,100
"883",882000,"sann",6897963.22548689,6897963.22548689,"twoopt","dist_iden",1,NA,NA,0.95,100
"884",883000,"hill",6897963.22548689,6897963.22548689,"twoopt","dist_iden",NA,NA,NA,NA,100
"885",884000,"tabu",6897963.22548689,6897963.22548689,"twoopt","dist_iden",NA,10,4,NA,100
"886",885000,"hill",6897963.22548689,6897963.22548689,"reduce_max_dist","dist_iden",NA,NA,NA,NA,100
"887",886000,"sann",6897963.22548689,6897963.22548689,"neighbor","dist_iden",1,NA,NA,0.99,100
"888",887000,"tabu",6897963.22548689,6897963.22548689,"neighbor","dist_iden",NA,10,4,NA,100
"889",888000,"tabu",6897963.22548689,6897963.22548689,"twoopt","dist_iden",NA,10,4,NA,100
"890",889000,"sann",6897963.22548689,6897963.22548689,"twoopt","dist_iden",1,NA,NA,0.95,100
"891",890000,"sann",6897963.22548689,6897963.22548689,"twoopt","dist_exp",1,NA,NA,0.66,100
"892",891000,"tabu",6897963.22548689,6897963.22548689,"reduce_max_dist","dist_iden",NA,10,4,NA,100
"893",892000,"tabu",6897963.22548689,6897963.22548689,"reduce_max_dist","dist_iden",NA,10,4,NA,100
"894",893000,"hill",6897963.22548689,6897963.22548689,"neighbor","dist_exp",NA,NA,NA,NA,100
"895",894000,"hill",6897963.22548689,6897963.22548689,"reduce_max_dist","dist_iden",NA,NA,NA,NA,100
"896",895000,"hill",6897963.22548689,6897963.22548689,"twoopt","dist_exp",NA,NA,NA,NA,100
"897",896000,"sann",6897963.22548689,6897963.22548689,"twoopt","dist_iden",1,NA,NA,0.66,100
"898",897000,"sann",6897963.22548689,6897963.22548689,"twoopt","dist_exp",12,NA,NA,0.95,100
"899",898000,"tabu",6897963.22548689,6897963.22548689,"twoopt","dist_exp",NA,10,10,NA,100
"900",899000,"sann",6897963.22548689,6897963.22548689,"twoopt","dist_exp",12,NA,NA,0.66,100
"901",9e+05,"tabu",6897963.22548689,6897963.22548689,"twoopt","dist_iden",NA,10,4,NA,100
"902",901000,"hill",6897963.22548689,6897963.22548689,"reduce_max_dist","dist_exp",NA,NA,NA,NA,100
"903",902000,"tabu",6897963.22548689,6897939.97142187,"neighbor","dist_exp",NA,10,4,NA,100
"904",903000,"hill",6897939.97142187,6897939.97142187,"reduce_max_dist","dist_iden",NA,NA,NA,NA,100
"905",904000,"tabu",6897939.97142187,6897939.97142187,"reduce_max_dist","dist_iden",NA,10,4,NA,100
"906",905000,"hill",6897939.97142187,6897928.32466909,"neighbor","dist_iden",NA,NA,NA,NA,100
"907",906000,"sann",6897928.32466909,6897928.32466909,"neighbor","dist_exp",20,NA,NA,0.99,100
"908",907000,"sann",6897928.32466909,6897928.32466909,"reduce_max_dist","dist_iden",4,NA,NA,0.95,100
"909",908000,"sann",6897928.32466909,6897928.32466909,"twoopt","dist_iden",1,NA,NA,0.95,100
"910",909000,"sann",6897928.32466909,6897928.32466909,"twoopt","dist_iden",12,NA,NA,0.95,100
"911",910000,"tabu",6897928.32466909,6897928.32466909,"reduce_max_dist","dist_iden",NA,10,50,NA,100
"912",911000,"sann",6897928.32466909,6897928.32466909,"twoopt","dist_exp",12,NA,NA,0.99,100
"913",912000,"tabu",6897928.32466909,6897928.32466909,"twoopt","dist_iden",NA,10,4,NA,100
"914",913000,"sann",6897928.32466909,6897928.32466909,"reduce_max_dist","dist_iden",1,NA,NA,0.95,100
"915",914000,"sann",6897928.32466909,6897928.32466909,"reduce_max_dist","dist_iden",1,NA,NA,0.95,100
"916",915000,"hill",6897928.32466909,6897928.32466909,"reduce_max_dist","dist_exp",NA,NA,NA,NA,100
"917",916000,"tabu",6897928.32466909,6897928.32466909,"twoopt","dist_iden",NA,10,4,NA,100
"918",917000,"hill",6897928.32466909,6897928.32466909,"twoopt","dist_exp",NA,NA,NA,NA,100
"919",918000,"sann",6897928.32466909,6897928.32466909,"reduce_max_dist","dist_exp",12,NA,NA,0.99,100
"920",919000,"tabu",6897928.32466909,6897928.32466909,"neighbor","dist_exp",NA,10,50,NA,100
"921",920000,"sann",6897928.32466909,6897928.32466909,"reduce_max_dist","dist_exp",12,NA,NA,0.66,100
"922",921000,"tabu",6897928.32466909,6897928.32466909,"twoopt","dist_exp",NA,10,50,NA,100
"923",922000,"hill",6897928.32466909,6897928.32466909,"twoopt","dist_iden",NA,NA,NA,NA,100
"924",923000,"hill",6897928.32466909,6897928.32466909,"neighbor","dist_iden",NA,NA,NA,NA,100
"925",924000,"sann",6897928.32466909,6897928.32466909,"twoopt","dist_iden",12,NA,NA,0.95,100
"926",925000,"sann",6897928.32466909,6897928.32466909,"neighbor","dist_iden",1,NA,NA,0.95,100
"927",926000,"hill",6897928.32466909,6897928.32466909,"neighbor","dist_iden",NA,NA,NA,NA,100
"928",927000,"hill",6897928.32466909,6897928.32466909,"neighbor","dist_iden",NA,NA,NA,NA,100
"929",928000,"sann",6897928.32466909,6897928.32466909,"twoopt","dist_iden",1,NA,NA,0.95,100
"930",929000,"tabu",6897928.32466909,6897928.32466909,"reduce_max_dist","dist_iden",NA,10,4,NA,100
"931",930000,"tabu",6897928.32466909,6897914.49977763,"neighbor","dist_exp",NA,10,10,NA,100
"932",931000,"sann",6897914.49977763,6897914.49977763,"reduce_max_dist","dist_exp",12,NA,NA,0.66,100
"933",932000,"hill",6897914.49977763,6897914.49977763,"reduce_max_dist","dist_iden",NA,NA,NA,NA,100
"934",933000,"hill",6897914.49977763,6897914.49977763,"neighbor","dist_iden",NA,NA,NA,NA,100
"935",934000,"sann",6897914.49977763,6897914.49977763,"twoopt","dist_exp",12,NA,NA,0.95,100
"936",935000,"sann",6897914.49977763,6897914.49977763,"reduce_max_dist","dist_iden",12,NA,NA,0.99,100
"937",936000,"tabu",6897914.49977763,6897914.49977763,"reduce_max_dist","dist_exp",NA,10,4,NA,100
"938",937000,"tabu",6897914.49977763,6897914.49977763,"reduce_max_dist","dist_iden",NA,10,4,NA,100
"939",938000,"tabu",6897914.49977763,6897914.49977763,"twoopt","dist_iden",NA,10,50,NA,100
"940",939000,"tabu",6897914.49977763,6897914.49977763,"twoopt","dist_exp",NA,10,10,NA,100
"941",940000,"hill",6897914.49977763,6897914.49977763,"neighbor","dist_exp",NA,NA,NA,NA,100
"942",941000,"tabu",6897914.49977763,6897884.41762373,"neighbor","dist_exp",NA,10,10,NA,100
"943",942000,"tabu",6897884.41762373,6897884.41762373,"reduce_max_dist","dist_iden",NA,10,10,NA,100
"944",943000,"hill",6897884.41762373,6897884.41762373,"reduce_max_dist","dist_exp",NA,NA,NA,NA,100
"945",944000,"hill",6897884.41762373,6897884.41762373,"reduce_max_dist","dist_iden",NA,NA,NA,NA,100
"946",945000,"sann",6897884.41762373,6897884.41762373,"twoopt","dist_iden",12,NA,NA,0.95,100
"947",946000,"hill",6897884.41762373,6897884.41762373,"twoopt","dist_exp",NA,NA,NA,NA,100
"948",947000,"hill",6897884.41762373,6897871.16846292,"neighbor","dist_iden",NA,NA,NA,NA,100
"949",948000,"sann",6897871.16846292,6897871.16846292,"reduce_max_dist","dist_iden",1,NA,NA,0.66,100
"950",949000,"hill",6897871.16846292,6897868.76639304,"neighbor","dist_exp",NA,NA,NA,NA,100
"951",950000,"hill",6897868.76639304,6897868.76639304,"reduce_max_dist","dist_exp",NA,NA,NA,NA,100
"952",951000,"sann",6897868.76639304,6897868.76639304,"reduce_max_dist","dist_exp",1,NA,NA,0.55,100
"953",952000,"hill",6897868.76639304,6897868.76639304,"twoopt","dist_iden",NA,NA,NA,NA,100
"954",953000,"sann",6897868.76639304,6897868.76639304,"reduce_max_dist","dist_exp",1,NA,NA,0.99,100
"955",954000,"sann",6897868.76639304,6897868.76639304,"neighbor","dist_iden",1,NA,NA,0.95,100
"956",955000,"tabu",6897868.76639304,6897868.76639304,"reduce_max_dist","dist_iden",NA,10,10,NA,100
"957",956000,"tabu",6897868.76639304,6897868.76639304,"neighbor","dist_iden",NA,10,4,NA,100
"958",957000,"hill",6897868.76639304,6897868.76639304,"neighbor","dist_iden",NA,NA,NA,NA,100
"959",958000,"hill",6897868.76639304,6897868.76639304,"twoopt","dist_exp",NA,NA,NA,NA,100
"960",959000,"sann",6897868.76639304,6897868.76639304,"twoopt","dist_exp",1,NA,NA,0.66,100
"961",960000,"hill",6897868.76639304,6897868.76639304,"neighbor","dist_exp",NA,NA,NA,NA,100
"962",961000,"sann",6897868.76639304,6897868.76639304,"neighbor","dist_iden",1,NA,NA,0.95,100
"963",962000,"hill",6897868.76639304,6897868.76639304,"twoopt","dist_exp",NA,NA,NA,NA,100
"964",963000,"tabu",6897868.76639304,6897868.76639304,"twoopt","dist_exp",NA,10,50,NA,100
"965",964000,"tabu",6897868.76639304,6897868.76639304,"reduce_max_dist","dist_exp",NA,10,4,NA,100
"966",965000,"hill",6897868.76639304,6897868.76639304,"neighbor","dist_iden",NA,NA,NA,NA,100
"967",966000,"tabu",6897868.76639304,6897868.76639304,"neighbor","dist_iden",NA,10,50,NA,100
"968",967000,"hill",6897868.76639304,6897868.76639304,"twoopt","dist_iden",NA,NA,NA,NA,100
"969",968000,"hill",6897868.76639304,6897868.76639304,"reduce_max_dist","dist_exp",NA,NA,NA,NA,100
"970",969000,"sann",6897868.76639304,6897868.76639304,"twoopt","dist_exp",12,NA,NA,0.66,100
"971",970000,"tabu",6897868.76639304,6897853.8544713,"neighbor","dist_exp",NA,10,10,NA,100
"972",971000,"hill",6897853.8544713,6897853.8544713,"twoopt","dist_iden",NA,NA,NA,NA,100
"973",972000,"hill",6897853.8544713,6897853.8544713,"neighbor","dist_exp",NA,NA,NA,NA,100
"974",973000,"tabu",6897853.8544713,6897853.8544713,"twoopt","dist_iden",NA,10,4,NA,100
"975",974000,"sann",6897853.8544713,6897853.8544713,"neighbor","dist_iden",20,NA,NA,0.95,100
"976",975000,"sann",6897853.8544713,6897853.8544713,"twoopt","dist_iden",12,NA,NA,0.66,100
"977",976000,"hill",6897853.8544713,6897853.8544713,"twoopt","dist_iden",NA,NA,NA,NA,100
"978",977000,"tabu",6897853.8544713,6897853.8544713,"twoopt","dist_exp",NA,10,10,NA,100
"979",978000,"tabu",6897853.8544713,6897853.8544713,"neighbor","dist_iden",NA,10,10,NA,100
"980",979000,"tabu",6897853.8544713,6897853.8544713,"reduce_max_dist","dist_exp",NA,10,50,NA,100
"981",980000,"sann",6897853.8544713,6897853.8544713,"neighbor","dist_exp",12,NA,NA,0.66,100
"982",981000,"hill",6897853.8544713,6897853.8544713,"neighbor","dist_exp",NA,NA,NA,NA,100
"983",982000,"hill",6897853.8544713,6897853.8544713,"neighbor","dist_exp",NA,NA,NA,NA,100
"984",983000,"sann",6897853.8544713,6897853.8544713,"twoopt","dist_exp",1,NA,NA,0.99,100
"985",984000,"hill",6897853.8544713,6897853.8544713,"twoopt","dist_exp",NA,NA,NA,NA,100
"986",985000,"tabu",6897853.8544713,6897853.8544713,"twoopt","dist_iden",NA,10,10,NA,100
"987",986000,"hill",6897853.8544713,6897853.8544713,"twoopt","dist_exp",NA,NA,NA,NA,100
"988",987000,"sann",6897853.8544713,6897853.8544713,"neighbor","dist_iden",1,NA,NA,0.75,100
"989",988000,"hill",6897853.8544713,6897853.8544713,"neighbor","dist_exp",NA,NA,NA,NA,100
"990",989000,"sann",6897853.8544713,6897853.8544713,"reduce_max_dist","dist_exp",12,NA,NA,0.95,100
"991",990000,"sann",6897853.8544713,6897853.8544713,"neighbor","dist_exp",1,NA,NA,0.99,100
"992",991000,"hill",6897853.8544713,6897853.8544713,"reduce_max_dist","dist_exp",NA,NA,NA,NA,100
"993",992000,"hill",6897853.8544713,6897853.8544713,"twoopt","dist_exp",NA,NA,NA,NA,100
"994",993000,"tabu",6897853.8544713,6897846.71116495,"neighbor","dist_exp",NA,10,10,NA,100
"995",994000,"hill",6897846.71116495,6897846.71116495,"reduce_max_dist","dist_exp",NA,NA,NA,NA,100
"996",995000,"sann",6897846.71116495,6897846.71116495,"neighbor","dist_exp",12,NA,NA,0.66,100
"997",996000,"sann",6897846.71116495,6897846.71116495,"reduce_max_dist","dist_exp",12,NA,NA,0.66,100
"998",997000,"sann",6897846.71116495,6897846.71116495,"neighbor","dist_exp",1,NA,NA,0.95,100
"999",998000,"hill",6897846.71116495,6897846.71116495,"reduce_max_dist","dist_iden",NA,NA,NA,NA,100
"1000",999000,"hill",6897846.71116495,6897846.71116495,"neighbor","dist_exp",NA,NA,NA,NA,100
"1001",1e+06,"sann",6897846.71116495,6897846.71116495,"neighbor","dist_exp",12,NA,NA,0.99,100
"1002",1001000,"sann",6897846.71116495,6897846.71116495,"reduce_max_dist","dist_iden",1,NA,NA,0.66,100
"1003",1002000,"tabu",6897846.71116495,6897846.71116495,"twoopt","dist_iden",NA,10,10,NA,100
"1004",1003000,"sann",6897846.71116495,6897846.71116495,"twoopt","dist_exp",1,NA,NA,0.95,100
"1005",1004000,"hill",6897846.71116495,6897846.71116495,"twoopt","dist_exp",NA,NA,NA,NA,100
"1006",1005000,"sann",6897846.71116495,6897846.71116495,"twoopt","dist_exp",12,NA,NA,0.66,100
"1007",1006000,"tabu",6897846.71116495,6897846.71116495,"neighbor","dist_iden",NA,10,10,NA,100
"1008",1007000,"tabu",6897846.71116495,6897846.71116495,"reduce_max_dist","dist_exp",NA,10,4,NA,100
"1009",1008000,"hill",6897846.71116495,6897846.71116495,"reduce_max_dist","dist_iden",NA,NA,NA,NA,100
"1010",1009000,"tabu",6897846.71116495,6897846.71116495,"twoopt","dist_iden",NA,10,4,NA,100
"1011",1010000,"hill",6897846.71116495,6897846.71116495,"neighbor","dist_iden",NA,NA,NA,NA,100
"1012",1011000,"sann",6897846.71116495,6897846.71116495,"neighbor","dist_exp",12,NA,NA,0.95,100
"1013",1012000,"hill",6897846.71116495,6897815.51272315,"neighbor","dist_iden",NA,NA,NA,NA,100
"1014",1013000,"hill",6897815.51272315,6897815.51272315,"twoopt","dist_exp",NA,NA,NA,NA,100
"1015",1014000,"hill",6897815.51272315,6897815.51272315,"neighbor","dist_exp",NA,NA,NA,NA,100
"1016",1015000,"hill",6897815.51272315,6897815.51272315,"twoopt","dist_iden",NA,NA,NA,NA,100
"1017",1016000,"sann",6897815.51272315,6897815.51272315,"twoopt","dist_iden",12,NA,NA,0.99,100
"1018",1017000,"tabu",6897815.51272315,6897754.63842525,"twoopt","dist_exp",NA,10,10,NA,100
"1019",1018000,"hill",6897754.63842526,6897754.63842526,"neighbor","dist_exp",NA,NA,NA,NA,100
"1020",1019000,"hill",6897754.63842526,6897754.63842526,"neighbor","dist_exp",NA,NA,NA,NA,100
"1021",1020000,"hill",6897754.63842526,6897754.63842526,"twoopt","dist_exp",NA,NA,NA,NA,100
"1022",1021000,"tabu",6897754.63842526,6897746.23433023,"neighbor","dist_exp",NA,10,4,NA,100
"1023",1022000,"sann",6897746.23433023,6897746.23433023,"neighbor","dist_exp",12,NA,NA,0.95,100
"1024",1023000,"tabu",6897746.23433023,6897746.23433023,"neighbor","dist_exp",NA,10,10,NA,100
"1025",1024000,"tabu",6897746.23433023,6897746.23433023,"twoopt","dist_iden",NA,10,4,NA,100
"1026",1025000,"sann",6897746.23433023,6897746.23433023,"twoopt","dist_iden",12,NA,NA,0.66,100
"1027",1026000,"hill",6897746.23433023,6897746.23433023,"twoopt","dist_exp",NA,NA,NA,NA,100
"1028",1027000,"sann",6897746.23433023,6897746.23433023,"reduce_max_dist","dist_iden",1,NA,NA,0.99,100
"1029",1028000,"sann",6897746.23433023,6897746.23433023,"twoopt","dist_exp",1,NA,NA,0.66,100
"1030",1029000,"hill",6897746.23433023,6897746.23433023,"neighbor","dist_exp",NA,NA,NA,NA,100
"1031",1030000,"tabu",6897746.23433023,6897746.23433023,"twoopt","dist_exp",NA,10,10,NA,100
"1032",1031000,"hill",6897746.23433023,6897746.23433023,"neighbor","dist_iden",NA,NA,NA,NA,100
"1033",1032000,"sann",6897746.23433023,6897746.23433023,"neighbor","dist_exp",1,NA,NA,0.99,100
"1034",1033000,"tabu",6897746.23433023,6897746.23433023,"reduce_max_dist","dist_iden",NA,10,4,NA,100
"1035",1034000,"hill",6897746.23433023,6897746.23433023,"twoopt","dist_exp",NA,NA,NA,NA,100
"1036",1035000,"sann",6897746.23433023,6897746.23433023,"neighbor","dist_exp",1,NA,NA,0.95,100
"1037",1036000,"tabu",6897746.23433023,6897746.23433023,"neighbor","dist_iden",NA,10,4,NA,100
"1038",1037000,"sann",6897746.23433023,6897746.23433023,"reduce_max_dist","dist_exp",12,NA,NA,0.66,100
"1039",1038000,"sann",6897746.23433023,6897746.23433023,"neighbor","dist_exp",1,NA,NA,0.95,100
"1040",1039000,"hill",6897746.23433023,6897746.23433023,"neighbor","dist_exp",NA,NA,NA,NA,100
"1041",1040000,"tabu",6897746.23433023,6897746.23433023,"reduce_max_dist","dist_iden",NA,10,10,NA,100
"1042",1041000,"sann",6897746.23433023,6897746.23433023,"reduce_max_dist","dist_iden",1,NA,NA,0.95,100
"1043",1042000,"tabu",6897746.23433023,6897740.27801614,"neighbor","dist_iden",NA,10,4,NA,100
"1044",1043000,"sann",6897740.27801614,6897740.27801614,"twoopt","dist_iden",1,NA,NA,0.95,100
"1045",1044000,"sann",6897740.27801614,6897740.27801614,"reduce_max_dist","dist_iden",12,NA,NA,0.66,100
"1046",1045000,"sann",6897740.27801614,6897740.27801614,"reduce_max_dist","dist_exp",1,NA,NA,0.95,100
"1047",1046000,"tabu",6897740.27801614,6897740.27801614,"twoopt","dist_exp",NA,10,4,NA,100
"1048",1047000,"hill",6897740.27801614,6897730.09317586,"neighbor","dist_iden",NA,NA,NA,NA,100
"1049",1048000,"hill",6897730.09317586,6897730.09317586,"reduce_max_dist","dist_exp",NA,NA,NA,NA,100
"1050",1049000,"tabu",6897730.09317586,6897730.09317586,"twoopt","dist_iden",NA,10,50,NA,100
